Batch_ID,Region,Distributor_ID,Drug_Category,Distributor_Credibility_Score,Active_Ingredient_Pct,Storage_Temp_Deviation,Packaging_Discrepancy_Flag,Unit_Price_Discount_Pct,Is_Counterfeit
B102617,West,D21,Antidiabetic,0.87,104.0,1.9,0,20.7,0
B102618,Central,D02,Cardiac,0.64,98.4,,0,10.1,0
B102619,East,D22,Analgesic,0.87,96.9,,0,0.0,0
B102620,East,D20,Antidiabetic,0.86,101.9,4.7,0,2.1,0
B102621,West,D21,Antibiotic,0.88,95.3,0.8,1,6.9,0
B102622,West,D17,Antibiotic,0.76,103.3,0.8,0,17.4,0
B102623,West,D17,Vaccine,0.77,100.2,12.1,0,6.7,0
B102624,North-East,D12,Analgesic,0.64,96.9,5.6,0,,0
B102625,Central,D16,Vaccine,0.2,97.9,4.5,0,3.0,0
B102626,East,D22,Antidiabetic,0.8,96.4,1.0,0,12.5,0
B102627,West,D03,Vaccine,0.75,100.8,0.0,0,17.1,0
B102628,North,D07,Vaccine,0.87,97.1,1.2,0,13.5,0
B102629,Central,D02,Analgesic,0.76,101.1,1.5,0,0.0,0
B102630,South,D23,Antibiotic,0.91,99.3,1.5,0,6.9,0
B102631,West,D11,Cardiac,0.76,96.2,,0,0.0,1
B102632,West,D17,Vaccine,0.84,101.1,1.7,0,12.7,0
B102633,West,D21,Antidiabetic,0.85,101.4,2.6,0,8.5,0
B102634,North-East,D24,Cardiac,0.26,102.5,1.3,0,20.0,0
B102635,East,D04,Antibiotic,0.86,98.6,1.1,0,5.7,0
B102636,East,D20,Antibiotic,0.96,99.9,8.6,0,8.5,0
B102637,East,D22,Antibiotic,0.77,98.6,1.5,1,7.1,0
B102638,Central,D02,Antidiabetic,0.76,100.4,2.0,0,13.0,0
B102639,North,D18,Cardiac,0.86,98.3,,0,1.2,0
B102640,Central,D08,Analgesic,0.76,99.1,1.7,0,1.0,0
B102641,Central,D16,Antibiotic,0.02,99.1,1.5,0,4.1,0
B102642,North-East,D12,Antidiabetic,0.76,100.6,0.1,0,12.1,0
B102643,North-East,D06,Antibiotic,0.58,100.0,6.9,0,15.3,0
B102644,West,D03,Cardiac,0.64,101.1,1.4,1,7.3,0
B102645,West,D03,Cardiac,0.62,99.8,0.9,0,12.1,0
B102646,West,D03,Vaccine,0.67,98.7,,0,11.6,0
B102647,Central,D15,Analgesic,0.68,100.4,3.5,0,7.6,0
B102648,Central,D08,Antibiotic,0.71,98.0,0.1,0,,0
B102649,East,D05,Vaccine,0.48,101.3,,1,13.3,0
B102650,West,D17,Antidiabetic,0.81,99.4,0.6,0,21.4,0
B102651,West,D17,Cardiac,0.9,100.4,7.6,0,14.9,0
B102652,Central,D13,Cardiac,0.92,100.5,7.7,0,16.4,0
B102653,South,D23,Analgesic,0.87,103.5,0.2,0,22.3,0
B102654,South,D09,Antibiotic,0.22,100.8,1.1,0,3.1,0
B102655,East,D20,Cardiac,0.94,100.2,3.2,0,12.9,0
B102656,Central,D02,Analgesic,0.77,98.5,0.3,0,18.2,0
B102657,North,D18,Antibiotic,0.76,101.8,0.6,0,14.6,0
B102658,North-East,D24,Analgesic,0.26,100.5,3.8,0,24.2,1
B102659,West,D21,Analgesic,0.88,96.6,0.9,0,2.4,0
B102660,Central,D14,Cardiac,0.53,99.6,2.5,0,19.4,0
B102661,Central,D15,Antibiotic,0.72,100.4,0.7,1,10.9,0
B102662,Central,D08,Antidiabetic,0.69,98.2,3.1,0,10.1,0
B102663,West,D17,Vaccine,0.76,95.3,5.9,0,8.1,0
B102664,North-East,D19,Vaccine,0.02,99.8,3.1,0,18.6,0
B102665,North-East,D24,Antibiotic,0.29,99.9,10.7,0,14.8,0
B102666,North-East,D12,Cardiac,0.67,102.7,0.3,0,6.7,0
B102667,Central,D02,Vaccine,0.72,97.1,1.4,0,14.4,0
B102668,Central,D14,Analgesic,0.48,69.7,4.8,1,40.4,1
B102669,West,D03,Antibiotic,0.72,99.9,0.6,0,14.1,0
B102670,North-East,D06,Cardiac,0.61,101.3,0.5,0,17.5,0
B102671,Central,D08,Cardiac,0.69,100.3,0.1,0,16.7,1
B102672,North,D18,Vaccine,0.79,96.2,,0,0.0,0
B102673,East,D05,Antidiabetic,0.55,97.7,3.6,0,11.6,0
B102674,East,D04,Antibiotic,0.94,98.8,0.4,0,18.3,0
B102675,North,D01,Antibiotic,0.68,102.2,4.1,0,3.0,0
B102676,West,D21,Analgesic,0.86,97.0,6.3,0,21.9,0
B102677,West,D17,Cardiac,0.83,98.1,3.2,0,12.3,0
B102678,North,D01,Vaccine,0.68,100.4,7.0,0,14.7,0
B102679,North,D01,Analgesic,0.77,101.0,0.1,0,14.7,0
B102680,Central,D13,Vaccine,0.94,101.0,6.0,0,0.0,0
B102681,North,D07,Analgesic,0.86,97.8,1.8,1,15.0,0
B102682,Central,D14,Cardiac,0.49,96.5,0.7,0,11.5,0
B102683,North,D10,Antidiabetic,0.98,101.2,0.4,0,4.9,0
B102684,East,D22,Analgesic,0.73,103.2,,0,19.4,0
B102685,North,D07,Analgesic,0.91,99.2,0.6,0,0.0,0
B102686,West,D17,Analgesic,0.82,97.5,0.2,0,3.7,0
B102687,Central,D02,Vaccine,0.82,99.1,2.1,0,18.2,0
B102688,South,D23,Vaccine,0.78,100.9,10.3,0,15.1,0
B102689,North-East,D24,Antidiabetic,0.34,99.5,1.2,0,,0
B102690,North,D18,Antibiotic,0.89,103.1,1.5,0,3.0,0
B102691,West,D11,Cardiac,0.69,102.0,0.4,0,6.9,0
B102692,East,D05,Antibiotic,0.51,100.4,2.0,0,10.7,1
B102693,East,D20,Cardiac,0.8,95.7,0.8,0,5.6,0
B102694,North,D18,Antibiotic,0.79,98.5,1.7,0,8.1,0
B102695,East,D05,Antidiabetic,0.47,55.7,0.9,0,7.7,1
B102696,West,D11,Cardiac,0.74,98.4,0.8,0,6.4,0
B102697,West,D11,Antibiotic,0.93,100.4,0.6,0,5.7,0
B102698,East,D20,Cardiac,1.0,100.5,,0,0.7,0
B102699,West,D17,Analgesic,0.69,96.3,2.5,0,8.7,0
B102700,Central,D15,Vaccine,0.75,101.8,0.4,0,8.6,0
B102701,Central,D16,Vaccine,0.24,100.0,2.1,0,2.3,0
B102702,North-East,D06,Cardiac,0.57,100.8,0.9,0,10.9,0
B102703,South,D09,Cardiac,0.25,101.6,1.8,0,17.1,0
B102704,Central,D02,Vaccine,0.76,98.3,0.0,0,9.3,0
B102705,North-East,D19,Antidiabetic,0.02,68.6,8.0,0,10.8,1
B102706,North,D10,Vaccine,0.77,99.7,0.2,0,15.8,0
B102707,West,D11,Antibiotic,0.77,103.3,1.4,0,8.6,0
B102708,North-East,D06,Analgesic,0.6,98.0,8.1,0,15.1,1
B102709,East,D05,Antibiotic,0.48,103.2,,0,0.0,0
B102710,Central,D14,Vaccine,0.41,98.0,2.7,0,3.9,0
B102711,North-East,D06,Analgesic,0.59,105.6,0.6,1,1.2,0
B102712,Central,D02,Vaccine,0.79,104.9,1.5,0,40.6,1
B102713,North-East,D19,Antibiotic,0.1,66.2,11.5,1,48.4,1
B102714,South,D09,Cardiac,0.34,99.2,10.8,0,0.4,0
B102715,South,D09,Analgesic,0.2,87.9,1.7,0,2.0,0
B102716,North,D10,Cardiac,0.85,64.2,3.9,0,11.4,1
B102717,East,D20,Analgesic,0.91,96.4,1.3,0,11.2,0
B102718,Central,D08,Analgesic,0.79,93.8,2.8,0,10.2,0
B102719,North,D18,Vaccine,0.76,105.5,1.0,0,5.9,0
B102720,South,D23,Cardiac,0.92,100.2,1.0,0,2.7,0
B102721,Central,D16,Antibiotic,0.09,90.5,22.3,0,33.1,1
B102722,North,D10,Antibiotic,0.94,100.7,2.5,0,26.9,0
B102723,North,D18,Cardiac,0.81,93.5,1.0,0,6.2,0
B102724,West,D11,Cardiac,0.79,98.4,2.2,1,,0
B102725,North,D10,Analgesic,0.92,98.4,4.3,0,6.8,0
B102726,North-East,D12,Antibiotic,0.71,100.0,2.5,0,15.7,0
B102727,North,D07,Antibiotic,0.74,102.6,3.2,0,13.1,0
B102728,West,D03,Analgesic,0.73,100.2,1.6,0,8.6,0
B102729,North,D10,Cardiac,0.95,103.2,0.1,0,13.3,0
B102730,West,D03,Analgesic,0.64,102.5,3.2,0,17.2,0
B102731,North,D10,Antibiotic,0.96,99.5,0.8,0,9.3,0
B102732,Central,D13,Antibiotic,0.9,96.5,1.4,0,7.6,0
B102733,South,D23,Analgesic,0.78,99.5,3.1,0,13.5,0
B102734,North,D01,Cardiac,0.64,101.2,0.3,0,20.3,0
B102735,Central,D15,Antibiotic,0.7,100.1,0.5,0,,0
B102736,West,D11,Antibiotic,0.64,101.4,0.1,0,0.0,0
B102737,North,D01,Vaccine,0.67,101.9,2.1,0,,0
B102738,North-East,D06,Antibiotic,0.58,101.2,1.5,0,5.1,0
B102739,West,D03,Analgesic,0.63,99.4,0.9,1,17.6,0
B102740,East,D05,Antibiotic,0.57,103.7,6.0,0,57.7,1
B102741,North,D07,Analgesic,0.77,104.9,,0,5.6,0
B102742,North,D10,Cardiac,0.8,96.7,,0,16.1,0
B102743,Central,D13,Antidiabetic,0.85,101.1,0.4,0,14.0,0
B102744,North,D01,Antidiabetic,0.72,104.0,0.9,0,0.9,0
B102745,East,D04,Vaccine,0.85,97.4,1.0,0,13.0,0
B102746,West,D03,Antibiotic,0.65,102.2,2.5,0,4.2,0
B102747,Central,D13,Vaccine,0.88,102.5,0.1,0,11.9,1
B102748,Central,D08,Cardiac,0.76,96.8,1.1,0,9.3,0
B102749,Central,D13,Antibiotic,0.8,,2.3,0,7.7,0
B102750,East,D05,Vaccine,0.51,99.4,6.0,0,4.5,0
B102751,North,D01,Vaccine,0.73,99.9,1.2,0,0.0,0
B102752,South,D23,Antibiotic,0.84,99.3,9.0,0,4.4,0
B102753,West,D03,Cardiac,0.68,102.9,1.3,0,13.7,0
B102754,West,D03,Cardiac,0.73,99.8,0.1,0,12.1,0
B102755,East,D04,Analgesic,0.79,99.0,4.3,0,3.0,0
B102756,North-East,D24,Antidiabetic,0.23,99.0,10.0,0,16.6,0
B102757,Central,D15,Antibiotic,0.7,99.2,0.5,1,11.4,0
B102758,Central,D15,Antibiotic,0.81,97.6,,0,13.2,0
B102759,North-East,D24,Vaccine,0.3,99.0,5.6,0,1.7,0
B102760,Central,D02,Cardiac,0.72,100.3,1.4,0,21.6,0
B102761,North-East,D24,Analgesic,0.38,92.0,2.5,1,12.3,1
B102762,East,D05,Antibiotic,0.51,102.6,0.0,0,19.7,0
B102763,Central,D15,Antidiabetic,0.85,100.5,10.8,0,4.6,0
B102764,North,D10,Vaccine,0.81,99.0,1.2,1,0.0,0
B102765,South,D09,Vaccine,0.18,97.8,1.8,0,2.4,0
B102766,South,D23,Analgesic,0.79,100.6,9.2,0,16.3,0
B102767,East,D04,Antidiabetic,0.83,99.7,3.4,0,1.1,0
B102768,North-East,D24,Cardiac,0.24,99.8,,0,19.5,0
B102769,South,D09,Antidiabetic,0.4,100.6,0.7,0,4.0,0
B102770,Central,D16,Antibiotic,0.21,101.1,0.3,0,11.7,0
B102771,South,D23,Analgesic,0.83,100.6,23.3,0,10.7,0
B102772,Central,D02,Cardiac,0.71,99.6,0.3,0,6.9,0
B102773,East,D22,Analgesic,0.73,98.2,1.8,0,6.9,0
B102774,Central,D13,Vaccine,0.93,98.7,27.4,0,2.1,0
B102775,West,D17,Antidiabetic,0.68,101.9,5.8,0,22.7,0
B102776,East,D04,Antibiotic,0.78,99.1,2.0,0,12.6,0
B102777,Central,D13,Analgesic,0.86,,0.4,0,0.0,0
B102778,West,D17,Antidiabetic,0.86,102.6,1.3,0,0.0,0
B102779,West,D11,Antidiabetic,0.73,,3.3,1,21.7,1
B102780,East,D04,Antidiabetic,0.87,100.1,1.4,0,8.9,0
B102781,North-East,D06,Antidiabetic,0.6,101.1,6.9,1,0.0,0
B102782,West,D21,Antibiotic,0.91,100.0,1.1,1,26.8,0
B102783,North,D01,Antidiabetic,0.6,94.5,4.2,0,0.0,0
B102784,West,D17,Analgesic,0.82,100.9,1.8,0,5.8,0
B102785,North-East,D24,Cardiac,0.28,102.9,1.9,0,9.1,0
B102786,North,D01,Vaccine,0.75,101.7,2.5,0,4.2,0
B102787,East,D04,Cardiac,0.8,90.1,3.3,1,22.3,1
B102788,West,D17,Analgesic,0.78,104.7,1.6,0,12.6,0
B102789,Central,D02,Cardiac,0.73,97.1,2.3,0,10.0,0
B102790,Central,D14,Antibiotic,0.4,97.6,6.8,0,8.5,0
B102791,West,D17,Antibiotic,0.7,101.7,0.4,0,12.8,0
B102792,Central,D14,Analgesic,0.43,101.0,,0,7.5,0
B102793,South,D09,Antibiotic,0.25,100.2,2.9,1,0.0,0
B102794,West,D17,Cardiac,0.73,98.7,3.0,0,15.8,0
B102795,Central,D14,Vaccine,0.44,102.9,1.8,0,21.3,0
B102796,East,D05,Analgesic,0.41,99.9,,0,9.6,0
B102797,Central,D13,Antibiotic,0.85,96.6,0.2,0,9.7,0
B102798,East,D22,Antibiotic,0.83,102.7,,0,8.8,0
B102799,Central,D16,Analgesic,0.23,100.5,3.3,0,0.0,0
B102800,West,D11,Vaccine,0.75,102.5,2.6,0,5.2,0
B102801,Central,D08,Antibiotic,0.77,101.3,3.1,0,14.6,0
B102802,Central,D02,Antibiotic,0.69,105.3,1.8,0,10.8,0
B102803,North-East,D06,Antibiotic,0.69,99.3,16.9,0,21.0,0
B102804,North,D01,Analgesic,0.82,100.0,1.2,0,14.3,0
B102805,North-East,D24,Antibiotic,0.3,101.6,4.9,0,6.2,0
B102806,East,D05,Vaccine,0.68,99.3,0.8,0,13.8,0
B102807,East,D20,Cardiac,0.89,101.8,2.0,0,7.7,0
B102808,East,D04,Analgesic,0.77,93.5,0.0,0,0.0,0
B102809,North,D07,Analgesic,0.74,99.8,3.6,0,16.4,0
B102810,North,D10,Vaccine,0.82,99.8,1.5,0,12.6,0
B102811,Central,D08,Antidiabetic,0.9,99.7,3.8,0,29.6,0
B102812,East,D20,Analgesic,0.91,98.1,,0,5.3,0
B102813,South,D23,Vaccine,0.75,102.0,0.0,0,14.2,1
B102814,West,D21,Antidiabetic,0.77,98.9,6.4,0,3.9,0
B102815,East,D04,Cardiac,0.92,100.4,2.1,0,,0
B102816,North-East,D19,Analgesic,0.16,99.9,2.8,0,25.4,0
B102817,East,D04,Antidiabetic,0.82,101.1,16.0,0,0.0,0
B102818,East,D22,Antibiotic,0.66,103.1,5.9,0,8.8,0
B102819,North-East,D12,Cardiac,0.59,100.4,1.9,0,21.2,0
B102820,Central,D08,Cardiac,0.86,90.4,2.1,0,0.0,0
B102821,East,D04,Vaccine,0.89,100.3,0.8,0,5.4,0
B102822,North,D01,Vaccine,0.7,98.9,5.4,0,15.4,0
B102823,North-East,D06,Antibiotic,0.71,99.7,0.8,0,0.6,0
B102824,East,D22,Antidiabetic,0.89,99.4,1.3,0,11.3,0
B102825,East,D20,Antibiotic,0.93,101.2,5.1,0,3.5,0
B102826,South,D23,Vaccine,0.8,85.9,2.4,0,18.4,0
B102827,West,D03,Cardiac,0.66,98.3,12.8,1,18.1,0
B102828,Central,D14,Cardiac,0.44,99.5,,0,5.6,0
B102829,North-East,D06,Antibiotic,0.51,96.6,0.5,0,0.0,0
B102830,Central,D13,Cardiac,0.78,99.6,3.5,0,12.6,0
B102831,Central,D08,Analgesic,0.66,100.0,3.2,0,16.2,0
B102832,North,D07,Cardiac,0.85,104.0,0.8,0,12.7,0
B102833,Central,D14,Antibiotic,0.37,103.0,2.3,0,11.8,0
B102834,East,D05,Antibiotic,0.64,97.7,0.9,0,10.8,0
B102835,West,D11,Analgesic,0.71,100.4,4.1,0,6.6,0
B102836,Central,D16,Antibiotic,0.29,100.5,9.4,1,3.6,0
B102837,West,D03,Analgesic,0.67,99.5,0.4,0,9.2,0
B102838,South,D23,Antibiotic,0.71,99.6,2.6,0,7.3,0
B102839,North-East,D12,Cardiac,0.74,99.2,0.4,0,13.7,0
B102840,East,D20,Antidiabetic,1.0,104.1,2.5,0,2.9,0
B102841,Central,D16,Cardiac,0.13,74.1,0.6,0,37.9,1
B102842,West,D17,Antidiabetic,0.76,100.8,0.4,0,9.4,0
B102843,West,D17,Antidiabetic,0.72,94.4,2.6,0,3.5,0
B102844,West,D21,Analgesic,0.82,101.8,0.2,0,0.0,0
B102845,Central,D15,Vaccine,0.72,102.6,0.3,0,13.2,0
B102846,North,D07,Antidiabetic,0.76,97.7,3.6,0,,0
B102847,West,D03,Antidiabetic,0.58,98.9,0.3,0,10.0,0
B102848,Central,D15,Antidiabetic,0.68,101.0,3.5,0,12.5,0
B102849,Central,D02,Cardiac,0.78,100.0,1.3,0,18.7,0
B102850,North-East,D06,Antibiotic,0.58,101.0,5.0,0,24.9,0
B102851,Central,D02,Antidiabetic,0.72,99.4,0.7,0,17.9,0
B102852,Central,D13,Antidiabetic,0.82,104.1,1.9,0,3.8,0
B102853,East,D04,Cardiac,0.81,98.5,,0,6.6,0
B102854,Central,D15,Antidiabetic,0.8,105.9,0.2,0,10.8,0
B102855,North-East,D19,Analgesic,0.03,102.7,1.1,0,8.3,0
B102856,East,D20,Antidiabetic,0.97,101.8,2.3,0,9.8,0
B102857,North,D07,Antibiotic,0.78,98.7,3.2,1,28.9,0
B102858,Central,D13,Antidiabetic,0.89,102.0,2.2,0,,0
B102859,Central,D13,Antibiotic,0.83,101.3,2.2,0,15.1,0
B102860,West,D11,Vaccine,0.73,95.3,0.2,0,0.8,0
B102861,Central,D16,Antibiotic,0.19,84.1,4.4,1,38.4,1
B102862,East,D05,Analgesic,0.49,100.8,4.5,0,0.0,0
B102863,North-East,D24,Antibiotic,0.31,99.7,7.8,0,16.5,0
B102864,West,D03,Antidiabetic,0.72,98.9,0.9,0,7.3,0
B102865,East,D20,Analgesic,1.0,102.4,1.6,0,0.0,0
B102866,Central,D14,Antidiabetic,0.48,98.1,2.2,0,6.7,0
B102867,North-East,D06,Vaccine,0.48,99.0,0.8,0,12.0,0
B102868,North,D18,Antibiotic,0.87,93.7,0.1,0,0.0,0
B102869,Central,D02,Cardiac,0.73,101.1,0.4,0,2.5,0
B102870,North-East,D19,Cardiac,0.22,96.2,1.2,0,5.9,0
B102871,Central,D14,Analgesic,0.55,98.9,9.3,0,14.5,0
B102872,West,D03,Cardiac,0.66,96.2,0.1,0,0.0,0
B102873,Central,D02,Cardiac,0.78,99.3,4.7,0,11.8,0
B102874,North,D18,Analgesic,0.77,101.6,0.3,0,6.8,0
B102875,North,D07,Antidiabetic,0.78,101.6,,0,16.1,0
B102876,East,D22,Cardiac,0.81,98.4,2.1,0,11.4,0
B102877,North,D18,Cardiac,0.87,101.2,1.6,0,18.1,0
B102878,West,D17,Vaccine,0.83,99.6,1.1,0,,0
B102879,North,D07,Antibiotic,0.79,103.0,0.1,0,0.1,0
B102880,West,D17,Antibiotic,0.93,99.7,18.1,0,11.6,0
B102881,South,D23,Cardiac,0.78,93.5,3.3,1,12.1,0
B102882,West,D03,Cardiac,0.59,102.0,0.1,0,3.7,0
B102883,Central,D08,Vaccine,0.67,99.0,,0,,0
B102884,North-East,D06,Analgesic,0.68,99.4,2.4,0,0.0,0
B102885,North,D10,Antibiotic,0.83,100.7,1.0,0,13.7,1
B102886,North,D18,Vaccine,0.81,96.9,8.0,0,7.5,0
B102887,West,D11,Antidiabetic,0.72,,,0,,0
B102888,Central,D13,Analgesic,0.85,101.2,,0,1.4,0
B102889,North,D07,Antibiotic,0.73,100.8,5.7,0,5.0,0
B102890,East,D04,Analgesic,0.88,98.7,0.4,0,11.5,0
B102891,North-East,D06,Vaccine,0.59,67.9,3.5,1,33.4,1
B102892,West,D21,Cardiac,0.85,97.8,3.6,0,6.1,0
B102893,Central,D15,Antidiabetic,0.74,98.6,5.8,0,0.0,0
B102894,South,D09,Analgesic,0.22,99.7,2.9,0,6.0,0
B102895,North-East,D19,Analgesic,0.02,101.3,2.5,0,2.6,0
B102896,Central,D02,Vaccine,0.65,99.3,3.3,0,6.9,0
B102897,North-East,D06,Analgesic,0.78,102.7,2.5,0,12.7,0
B102898,North-East,D06,Vaccine,0.68,100.6,0.4,0,4.6,0
B102899,North-East,D24,Antibiotic,0.37,100.2,1.5,0,20.1,0
B102900,West,D17,Antidiabetic,0.74,100.6,4.1,0,4.3,0
B102901,Central,D15,Analgesic,0.72,91.8,21.0,1,32.3,1
B102902,North,D01,Analgesic,0.65,100.5,1.0,0,6.8,0
B102903,East,D05,Antibiotic,0.44,96.0,1.9,0,4.1,0
B102904,Central,D15,Cardiac,0.68,102.4,5.5,0,32.2,0
B102905,South,D09,Antibiotic,0.32,100.3,0.6,0,5.1,1
B102906,East,D22,Analgesic,0.82,101.5,2.1,0,0.0,0
B102907,North-East,D19,Cardiac,0.04,99.1,8.5,0,8.3,0
B102908,West,D11,Analgesic,0.74,96.0,2.9,0,6.9,0
B102909,North,D18,Antidiabetic,0.85,95.0,1.5,0,0.0,0
B102910,North-East,D24,Antibiotic,0.25,97.9,1.0,0,10.5,0
B102911,West,D11,Cardiac,0.76,101.1,0.0,0,12.0,0
B102912,Central,D15,Antidiabetic,0.74,102.9,2.8,0,8.6,0
B102913,East,D22,Analgesic,0.79,100.7,3.9,0,6.1,0
B102914,North-East,D06,Cardiac,0.61,97.7,3.1,0,5.4,0
B102915,East,D22,Vaccine,0.73,98.3,0.3,0,3.6,0
B102916,West,D03,Cardiac,0.66,103.0,1.3,0,0.0,0
B102917,Central,D16,Antidiabetic,0.12,78.4,4.1,0,48.0,1
B102918,North-East,D19,Cardiac,0.02,93.4,5.4,1,11.1,1
B102919,Central,D15,Antidiabetic,0.71,104.1,2.3,0,0.8,0
B102920,North-East,D12,Analgesic,0.71,104.7,1.3,0,3.8,0
B102921,Central,D15,Analgesic,0.63,100.8,0.4,0,0.4,0
B102922,East,D04,Vaccine,0.87,99.2,1.8,0,14.2,0
B102923,East,D05,Cardiac,0.57,92.1,1.5,0,0.9,0
B102924,North-East,D06,Antidiabetic,0.48,102.0,3.3,0,12.9,0
B102925,Central,D14,Analgesic,0.44,102.2,16.3,1,35.4,1
B102926,West,D11,Antibiotic,0.85,97.6,,0,6.9,0
B102927,North-East,D06,Analgesic,0.63,99.4,0.5,0,17.5,0
B102928,East,D22,Cardiac,0.66,98.3,0.1,0,5.6,0
B102929,South,D09,Antidiabetic,0.28,87.8,10.5,0,27.4,1
B102930,West,D11,Antibiotic,0.71,,4.9,1,14.2,1
B102931,North,D10,Antibiotic,0.88,100.2,0.5,0,0.0,0
B102932,East,D05,Analgesic,0.48,102.2,9.3,0,15.4,0
B102933,North,D18,Antibiotic,0.8,102.8,0.2,0,3.7,0
B102934,West,D11,Antidiabetic,0.72,100.5,0.1,0,16.1,0
B102935,North,D01,Analgesic,0.7,73.4,1.0,0,18.8,1
B102936,South,D23,Analgesic,0.77,97.8,2.9,0,7.2,0
B102937,East,D20,Antibiotic,0.92,,1.9,0,9.4,0
B102938,North,D18,Analgesic,0.73,102.8,0.2,0,4.2,0
B102939,West,D21,Antidiabetic,0.86,95.9,5.8,0,0.0,0
B102940,East,D22,Analgesic,0.78,103.9,1.7,0,1.9,0
B102941,Central,D08,Antibiotic,0.66,98.5,1.5,0,1.3,0
B102942,Central,D15,Antibiotic,0.78,101.3,2.6,0,7.8,0
B102943,Central,D15,Antidiabetic,0.71,,1.4,0,15.8,0
B102944,North-East,D06,Antidiabetic,0.6,99.9,0.5,0,2.9,0
B102945,East,D05,Antibiotic,0.57,99.5,0.2,0,7.3,0
B102946,West,D03,Analgesic,0.71,97.8,0.4,0,9.7,0
B102947,Central,D16,Antibiotic,0.26,101.2,2.1,0,2.4,0
B102948,North-East,D19,Analgesic,0.08,86.9,0.9,0,28.4,1
B102949,North,D18,Antibiotic,0.87,97.1,2.5,0,15.7,0
B102950,North,D07,Cardiac,0.79,97.7,4.0,0,10.8,0
B102951,East,D05,Antidiabetic,0.55,97.2,3.0,0,7.6,0
B102952,West,D11,Antibiotic,0.78,,4.6,0,2.1,0
B102953,Central,D13,Analgesic,0.95,101.1,2.7,0,7.2,0
B102954,East,D22,Antibiotic,0.81,81.2,6.7,0,19.3,1
B102955,West,D21,Vaccine,0.8,102.1,8.1,0,3.9,0
B102956,East,D22,Antibiotic,0.73,99.7,1.8,1,7.1,0
B102957,West,D21,Vaccine,0.83,99.4,8.1,0,6.5,0
B102958,South,D23,Antidiabetic,0.76,100.0,3.1,0,15.2,0
B102959,West,D11,Antibiotic,0.69,103.1,0.2,1,3.9,0
B102960,Central,D02,Antidiabetic,0.61,97.0,,0,10.7,0
B102961,Central,D02,Antibiotic,0.65,103.6,,0,4.7,0
B102962,South,D09,Analgesic,0.36,102.1,5.5,1,1.6,0
B102963,North-East,D06,Analgesic,0.56,100.0,4.6,0,12.2,0
B102964,East,D04,Antidiabetic,0.96,90.9,5.6,0,10.9,0
B102965,South,D23,Antibiotic,0.83,63.4,8.7,0,12.8,1
B102966,East,D05,Antibiotic,0.52,100.6,5.5,0,0.0,0
B102967,South,D23,Cardiac,0.71,98.8,2.7,0,15.8,0
B102968,North,D18,Cardiac,0.8,102.1,0.3,0,13.4,0
B102969,Central,D15,Cardiac,0.83,98.4,1.1,0,16.1,0
B102970,West,D17,Antibiotic,0.87,99.9,0.7,1,,0
B102971,Central,D08,Vaccine,0.78,101.5,2.5,0,8.1,0
B102972,Central,D16,Cardiac,0.12,102.3,,0,5.1,0
B102973,East,D05,Analgesic,0.47,98.2,0.3,0,0.0,0
B102974,South,D23,Analgesic,0.75,101.7,4.2,0,8.9,0
B102975,North,D07,Vaccine,0.86,97.8,4.9,0,4.9,0
B102976,North-East,D06,Vaccine,0.69,95.3,1.5,0,2.5,0
B102977,West,D17,Antidiabetic,0.79,98.4,0.5,0,0.0,0
B102978,Central,D16,Cardiac,0.17,101.8,0.2,0,0.8,0
B102979,West,D11,Antibiotic,0.85,100.0,0.7,0,0.0,0
B102980,Central,D15,Antidiabetic,0.66,98.8,0.3,0,15.0,0
B102981,East,D04,Analgesic,0.85,100.1,1.0,0,15.8,0
B102982,West,D17,Vaccine,0.8,100.0,1.7,0,2.8,0
B102983,North-East,D06,Vaccine,0.54,101.4,2.1,0,16.6,0
B102984,North,D07,Cardiac,0.74,96.5,4.6,0,8.7,0
B102985,East,D04,Vaccine,0.81,99.8,4.7,0,18.3,0
B102986,Central,D08,Analgesic,0.84,100.3,3.6,0,12.2,0
B102987,Central,D08,Cardiac,0.87,97.0,7.3,0,12.4,0
B102988,West,D11,Antibiotic,0.76,97.0,,0,9.7,0
B102989,East,D05,Antidiabetic,0.51,99.2,,0,2.9,0
B102990,East,D05,Vaccine,0.49,100.0,1.4,0,0.0,0
B102991,Central,D13,Analgesic,0.87,100.0,2.7,0,9.4,0
B102992,West,D03,Cardiac,0.66,98.8,0.8,0,7.3,0
B102993,West,D17,Analgesic,0.77,98.7,3.8,0,26.2,0
B102994,South,D23,Analgesic,0.83,99.1,3.0,0,13.2,0
B102995,North,D10,Analgesic,0.81,,1.7,0,2.1,0
B102996,East,D22,Antidiabetic,0.76,102.7,,0,7.4,0
B102997,West,D03,Cardiac,0.68,95.1,0.7,0,5.4,0
B102998,North,D01,Cardiac,0.68,101.4,0.4,0,7.7,0
B102999,North,D18,Vaccine,0.78,96.6,3.3,0,0.0,0
B103000,North,D18,Analgesic,0.85,101.2,9.8,0,14.4,0
B103001,West,D21,Analgesic,0.72,102.6,2.7,0,5.2,0
B103002,Central,D02,Antibiotic,0.83,98.3,0.1,0,12.6,0
B103003,North-East,D19,Cardiac,0.11,102.1,3.9,0,3.8,0
B103004,South,D09,Vaccine,0.28,103.9,0.3,0,29.3,1
B103005,North,D07,Vaccine,0.82,100.3,4.8,1,12.2,0
